어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
대건어린이집,경기도,용인시,법인·단체,100,,경기도 용인시 처인구 양지면 남평로64번길 8 양지성당내 (남곡리 497-1),031-338-0904,,,,,,,2019-04-08
꿈나무어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 양지면 송주로236번길 82-15 (주북리 166-1),031-333-3304,,,,,,,2019-04-08
푸른솔 어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 양지면 양지로119번길 8-7,031-338-1677,,,,,,,2019-04-08
루소의숲유치원,경기도,용인시,민간,100,,경기도 용인시 처인구 양지면 주북로 465,031-338-6500,,,,,,,2019-04-08
제일초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 양지면 중부대로2517번길 42-7,031-338-0553,,,,,,,2019-04-08
트리플어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 양지면 향교로 14 (양지리 410-15),031-323-2250,,,,,,,2019-04-08
초록별어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 영문로29번길 17 성웅아파트 101동 101호(유방동 181),031-339-0027,,,,,,,2019-04-08
시립원삼어린이집,경기도,용인시,국공립,100,,경기도 용인시 처인구 원삼면 고당로16번길 3,031-334-0461,,,,,,,2019-04-08
좌항초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 원삼면 원양로 603,031-334-4227,,,,,,,2019-04-08
오성과한음어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 원삼면 원양로 617-5 그린하이츠빌라 113호 (좌항리 125-1),031-339-1195,,,,,,,2019-04-08
원삼초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 원삼면 하사로 1,031-332-2720,,,,,,,2019-04-08
늘푸른I어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 유림로97번길 12 (유방동 89-8),031-336-2434,,,,,,,2019-04-08
송전초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 이동면 경기동로687번길 14,031-336-6133,,,,,,,2019-04-08
덕성어린이집,경기도,용인시,법인·단체,100,,경기도 용인시 처인구 이동면 덕성로46번길 23,031-334-5382,,,,,,,2019-04-08
용천초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 이동면 백옥대로 612,031-322-3732,,,,,,,2019-04-08
용인이동초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 이동면 백옥대로587번길 22,031-323-3218,,,,,,,2019-04-08
꽃무지풀무지유치원,경기도,용인시,민간,100,,경기도 용인시 처인구 이동면 백옥대로753번길 26-6,031-333-1147,,,,,,,2019-04-08
경기어린이집,경기도,용인시,사회복지법인,100,,경기도 용인시 처인구 이동면 이원로 69-8,031-339-2955,,,,,,,2019-04-08
푸른꿈어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 임원로 84 (고림동 440-10),031-334-5028,,,,,,,2019-04-08
꿈모아어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 적동로35번길 7 (천리 41-2),031-321-8864,,,,,,,2019-04-08
시립처인어린이집,경기도,용인시,국공립,100,,경기도 용인시 처인구 중부대로 1340 한누리마을벽산관리동 (김량장동),031-332-3375,,,,,,,2019-04-08
금아 어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 중부대로 1348 용인삼환나우빌 106동 103호(김량장동 516),031-321-7023,,,,,,,2019-04-08
삼가초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 중부대로1158번길 45,031-323-4308,,,,,,,2019-04-08
서룡초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 중부대로1281번길 11,031-335-0989,,,,,,,2019-04-08
그린어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 중부대로1313번길 4 (역북동 436-1),031-332-1676,,,,,,,2019-04-08
동산유치원,경기도,용인시,민간,100,,경기도 용인시 처인구 모현면 문현로185번길 18,031-322-6714,,,,,,,2019-04-08
왕산초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 모현면 백옥대로 2366,031-333-9444,,,,,,,2019-04-08
모현초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 모현면 문현로 179,031-333-8540,,,,,,,2019-04-08
홍익어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 모현면 백옥대로 2585 (왕산리 677-2),031-334-4111,,,,,,,2019-04-08
리틀어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 모현면 왕담로 148 (왕산리 451-5) 4동 102호,031-333-1463,,,,,,,2019-04-08
능원초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 모현면 충렬로8번길 29,031-334-7987,,,,,,,2019-04-08
백암초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 백암면 백원로 501,031-334-4389,,,,,,,2019-04-08
장평초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 백암면 한택로 446,031-339-4982,,,,,,,2019-04-08
다보스병원직장어린이집,경기도,용인시,직장,100,,경기도 용인시 처인구 백옥대로1082번길 14 (김량장동 18-1),031-332-7588,,,,,,,2019-04-08
용인성산초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 백옥대로1362번길 41,031-323-4360,,,,,,,2019-04-08
FUN키즈스쿨어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 백옥대로1402번길 21-2 104(유방동 285-5),031-338-7806,,,,,,,2019-04-08
연세해나라유치원,경기도,용인시,민간,100,,경기도 용인시 처인구 백옥대로1424번길 15,031-338-4279,,,,,,,2019-04-08
꽃가람어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 삼가로 28 풍림아파트 105동 104호(삼가동 117),031-333-3637,,,,,,,2019-04-08
미지어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 신송로141번길 2 (마평동 88-2),031-335-8200,,,,,,,2019-04-08
양지초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 양지면 교동로 30,031-338-3008,,,,,,,2019-04-08
한양보배어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 구갈로28번길 21-11 101동 101호(구갈동, 한양아파트)",031-274-2949,,,,,,,2019-04-08
예쁜미소어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 구갈로28번길 21-21 103동 101호(구갈동, 한양아파트)",031-275-2054,,,,,,,2019-04-08
꿈에그린빅스맘어린이집,경기도,용인시,민간,100,,"경기도 용인시 기흥구 구교동로 17 관리동 (보정동, 한화꿈에그린)",031-890-4534,,,,,,,2019-04-08
청덕초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 구성1로 61,031-693-8915,,,,,,,2019-04-08
사랑에코비어린이집,경기도,용인시,가정,100,,경기도 용인시 기흥구 구성2로 42-14 (청덕동),031-285-7381,,,,,,,2019-04-08
한별어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 구성2로5번길 17 (청덕동 551-4),031-286-8668,,,,,,,2019-04-08
예쁜마음어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 구성3로 65 310동 103호(청덕동, 물푸레마을휴먼시아3단지아파트)",031-275-7524,,,,,,,2019-04-08
아이든어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 구성3로438번길 2 (청덕동),031-275-8760,,,,,,,2019-04-08
하이빌어린이집,경기도,용인시,민간,100,,"경기도 용인시 기흥구 구성로 105-15 관리동 (언남동, 동일하이빌1차)",031-305-4704,,,,,,,2019-04-08
햇살가득한어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 구성로 28 103동 104호(마북동, 용화마을태영데시앙1단지아파트)",031-286-5687,,,,,,,2019-04-08
루아숲유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 구성로 405,031-285-5114,,,,,,,2019-04-08
구성초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 구성로 51,031-284-1117,,,,,,,2019-04-08
래미안어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 구성로 90 (언남동),031-890-7979,,,,,,,2019-04-08
래미안프레벨슐레어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 구성로 90 205동 104호(언남동, 삼성래미안2차아파트)",031-274-7902,,,,,,,2019-04-08
새희망어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 구성로 90 206동 101호(언남동, 삼성래미안2차아파트)",031-287-1500,,,,,,,2019-04-08
아라어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 구성로279번길 3-7 (청덕동),031-285-5997,,,,,,,2019-04-08
코코스(kokkos)어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 구성로448번길 13 (청덕동 298-19),031-897-5807,,,,,,,2019-04-08
보라초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 금화로105번길 33,031-282-2772,,,,,,,2019-04-08
코아루 사과나무 어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 동백1로 9 5004동 105호(중동, 초당마을코아루50단지아파트)",031-899-0854,,,,,,,2019-04-08
예성유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 동백1로38번길 17,031-8005-8270,,,,,,,2019-04-08
시립동백어린이집,경기도,용인시,국공립,100,,경기도 용인시 기흥구 동백1로38번길 17-6,031-282-0020,,,,,,,2019-04-08
예은어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 동백2로 12 4303동 104호(중동, 어은목마을코아루43단지아파트)",031-899-3590,,,,,,,2019-04-08
지혜샘어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 동백2로 12 어은목마을코아루아파트 관리동(중동),031-899-0919,,,,,,,2019-04-08
석성초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 동백2로 53,031-693-8823,,,,,,,2019-04-08
Joyful 어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 동백4로 72 4004동 101호(중동, 어은목마을한라비발디40단지아파트)",031-693-1100,,,,,,,2019-04-08
하얀돌어린이집,경기도,용인시,가정,100,,경기도 용인시 기흥구 동백5로92번길 4-40 (중동),031-286-0224,,,,,,,2019-04-08
반딧불어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 한보라1로 91 607동 102호(보라동, 한보라마을휴먼시아6단지아파트)",031-309-0873,,,,,,,2019-04-08
보라꿈나무어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 한보라1로 91 한보라마을 주공6단지 단지내 (보라동),031-274-0116,,,,,,,2019-04-08
쑥쑥어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 모현면 문현로 326 효천마을신안인스빌2단지아파트 201동 103호(일산리 669),031-339-7408,,,,,,,2019-04-08
순수발도르프어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 마북로247번길 94,031-283-8731,,,,,,,2019-04-08
영화어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 경안천로256번길 47-12 임원마을아파트 103동 104호(고림동 996),031-332-7773,,,,,,,2019-04-08
초아어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 서천서로 27 (서천동),031-202-1040,,,,,,,2019-04-08
삼익아이사랑어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 신갈로 136 102동 102호(신갈동, 삼익아파트)",031-274-3430,,,,,,,2019-04-08
해리어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 금령로 165 우성아파트 103동 106호(마평동 650-1),031-323-1488,,,,,,,2019-04-08
자이어린이집,경기도,용인시,민간,100,,경기도 용인시 수지구 신봉2로 26 엘지자이1차아파트관리동내자이어린이집,031-896-2720,,,,,,,2019-04-08
동백꿈사랑어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 동백2로 11 4204동 102호(중동, 어은목마을코아루42단지아파트)",031-274-9709,,,,,,,2019-04-08
샘물어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 동백2로 12 4307동 103호(중동, 어은목마을코아루43단지아파트)",031-679-7009,,,,,,,2019-04-08
칸타빌 어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 동백2로 37 4103동 104호(중동, 어은목마을대원칸타빌41단지아파트)",031-693-4343,,,,,,,2019-04-08
동백유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 동백5로 111,031-284-6797,,,,,,,2019-04-08
어정초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 어정로 155,031-281-5459,,,,,,,2019-04-08
베이비텔어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 한보라1로 91 611동 102호(보라동, 한보라마을휴먼시아6단지아파트)",031-287-3787,,,,,,,2019-04-08
온샘유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 한보라1로43번길 16,031-286-0053,,,,,,,2019-04-08
해든어린이집,경기도,용인시,가정,100,,경기도 용인시 기흥구 한보라1로43번길 22 503동102호,031-274-9777,,,,,,,2019-04-08
엄마마음어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 모현면 백옥대로2438번길 37 왕산빌라트3동101호,031-334-2306,,,,,,,2019-04-08
중앙유치원,경기도,용인시,민간,100,,경기도 용인시 처인구 모현면 충렬로10번길 12,031-332-1355,,,,,,,2019-04-08
시립백암어린이집,경기도,용인시,국공립,100,,경기도 용인시 처인구 백암로185번길 8  -11,031-339-4618,,,,,,,2019-04-08
백봉초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 백암면 죽양대로748번길 12,031-332-4937,,,,,,,2019-04-08
현대창조어린이집,경기도,용인시,가정,100,,"경기도 용인시 수지구 풍덕천로 52 802동 103호(풍덕천동, 현대성우8차아파트)",031-302-4594,,,,,,,2019-04-08
힐스테이트어린이집,경기도,용인시,민간,100,,경기도 용인시 수지구 수지로 75 힐스테이트 관리동 1층 (상현동),031-272-5520,,,,,,,2019-04-08
햇살가득어린이집,경기도,용인시,가정,100,,"경기도 용인시 수지구 신봉1로 28 405동 101호(신봉동, 효성아파트)",031-276-1113,,,,,,,2019-04-08
향기로운어린이집,경기도,용인시,민간,100,,경기도 용인시 수지구 상현로 59 상현마을 금호베스트빌 1단지 관리동1층,031-304-8899,,,,,,,2019-04-08
에비앙어린이집,경기도,용인시,가정,100,,"경기도 용인시 수지구 신봉1로 27 502동 103호(신봉동, 서홍마을우남퍼스트빌5단지아파트)",031-272-8681,,,,,,,2019-04-08
에코비예뜰어린이집,경기도,용인시,가정,100,,"경기도 용인시 수지구 동천로 64 511동 102호(동천동, 동천마을동문굿모닝힐5차아파트)",031-261-4763,,,,,,,2019-04-08
파랑새몬테소리어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 백옥대로 1034-1 현대아파트 107동 102호(김량장동 4-2),031-339-7356,,,,,,,2019-04-08
또래마을어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 백옥대로1380번길 3 (유방동 310-4),031-337-0153,,,,,,,2019-04-08
실로암유치원,경기도,용인시,민간,100,,경기도 용인시 처인구 신송로141번길 27-8,031-332-1638,,,,,,,2019-04-08
파란하늘어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 구갈로28번길 12 104동 109호(구갈동, 풍림아파트)",031-274-3402,,,,,,,2019-04-08
